  #  |            identifier             |typ|     coord1 (ICRS,J2000/2000)      |  Mag U  |  Mag B  |  Mag V  |  Mag R  |  Mag I  |  spec. type   |#bib|#not
-----|-----------------------------------|---|-----------------------------------|---------|---------|---------|---------|---------|---------------|----|----
4992 |OGLE GD-CEP-837                    |cC*|193.3016385456600 -67.9642637730100|     ~   |     ~   |14.791   |     ~   |13.626   |~              |   9|   0
4993 |PSO J010.3456+41.3141              |cC*|010.34560864000 +41.31407576000    |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
4994 |ATO J089.1432+16.2979              |cC*|089.1432045588096 +16.2979121044094|     ~   |14.124   |13.400   |13.000   |12.378   |~              |   4|   0
4995 |V* V641 Cen                        |cC*|219.7827189729000 -59.8359198465200|     ~   |12.15    |10.38    |     ~   |     ~   |~              |  17|   0
4996 |SV* HV 1848                        |cC*|015.2799232226400 -73.3987945086700|     ~   |     ~   |16.716   |     ~   |15.899   |~              |   8|   2
4997 |OGLE LMC-CEP-2443                  |cC*|083.6500660503000 -71.4604186606900|     ~   |     ~   |16.378   |     ~   |15.709   |~              |   4|   0
4998 |OGLE SMC-CEP-2582                  |cC*|014.1631641479200 -72.5651682938600|     ~   |16.966   |16.430   |     ~   |15.697   |~              |  10|   0
4999 |[DHG2019] 85                       |cC*|210.01567 -62.62644                |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
5000 |V* V2232 Cyg                       |cC*|300.2556472342499 +30.1881062935200|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   6|   0
5001 |OGLE SMC-CEP-1700                  |cC*|012.8745857203900 -72.7495700857800|     ~   |16.762   |16.241   |     ~   |15.562   |~              |   5|   0
5002 |OGLE LMC-CEP-1442                  |cC*|079.0818101170700 -69.3056216372800|     ~   |16.088   |15.189   |     ~   |14.294   |~              |  17|   0
5003 |OGLE SMC-CEP-1427                  |cC*|012.5046159097700 -73.2451772442700|     ~   |18.562   |18.073   |     ~   |17.388   |~              |   7|   0
5004 |OGLE SMC-CEP-4433                  |cC*|018.5664367038500 -72.5183243762600|     ~   |     ~   |16.848   |     ~   |16.158   |~              |   5|   0
5005 |OGLE SMC-CEP-3122                  |cC*|015.1103534126500 -73.0919796043600|     ~   |17.161   |16.570   |     ~   |15.763   |~              |   5|   0
5006 |OGLE SMC-CEP-2452                  |cC*|013.9593281038800 -72.5219266094400|     ~   |     ~   |17.741   |     ~   |17.236   |~              |   4|   0
5007 |[DMM2015] 35                       |cC*|269.00817 -25.26247                |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   5|   0
5008 |PSO J010.6390+40.9777              |cC*|010.63900716000 +40.97777200000    |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
5009 |OGLE SMC-CEP-4878                  |cC*|021.6341636776200 -70.9563669365300|     ~   |     ~   |17.128   |     ~   |16.597   |~              |   1|   0
5010 |OGLE SMC-CEP-1220                  |cC*|012.2059774103300 -73.0533980510100|     ~   |17.928   |17.456   |     ~   |16.802   |~              |   5|   0
5011 |OGLE SMC-CEP-4524                  |cC*|019.1641347931500 -73.7961394376000|     ~   |     ~   |17.271   |     ~   |16.763   |~              |   6|   0
5012 |OGLE LMC-CEP-4187                  |cC*|084.0972516435100 -67.6469016487900|     ~   |     ~   |17.184   |     ~   |16.541   |~              |   4|   0
5013 |OGLE SMC-CEP-3697                  |cC*|016.2660587947200 -72.8647194769500|18.14    |17.29    |17.28    |     ~   |16.75    |~              |   7|   0
5014 |OGLE SMC-CEP-3281                  |cC*|015.4048955459900 -73.6087114678800|     ~   |     ~   |15.988   |     ~   |15.437   |F0             |   7|   0
5015 |OGLE LMC-CEP-324                   |cC*|073.5905192841300 -69.2283793218300|     ~   |     ~   |17.091   |     ~   |16.035   |~              |   8|   0
5016 |SV* HV 11500                       |cC*|017.2312242293500 -71.6220871747000|     ~   |     ~   |16.234   |     ~   |15.702   |O              |   7|   0
5017 |ROTSE1 J183208.26+492351.8         |cC*|278.0344344881100 +49.3977920201900|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   3|   0
5018 |OGLE LMC-CEP-2968                  |cC*|085.5329732396700 -69.0053472946300|     ~   |     ~   |15.339   |     ~   |14.476   |~              |  10|   0
5019 |OGLE SMC-CEP-4485                  |cC*|018.8881032823500 -71.5996028382400|     ~   |     ~   |17.250   |     ~   |16.619   |~              |   4|   0
5020 |OGLE SMC-CEP-369                   |cC*|010.1653497387300 -74.2980066352900|     ~   |     ~   |17.375   |     ~   |16.837   |~              |   4|   0
5021 |OGLE SMC-CEP-1346                  |cC*|012.3888455293100 -73.1092486002500|     ~   |     ~   |17.139   |     ~   |16.437   |~              |   4|   0
5022 |OGLE SMC-CEP-444                   |cC*|010.5258290405000 -73.2993020645300|     ~   |16.181   |15.512   |     ~   |14.607   |~              |   8|   0
5023 |[DCT2018] F20a 10626               |cC*|112.0724684120854 -32.7626706549975|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
5024 |OGLE GAL-ACEP-49                   |cC*|278.5358379284700 -14.7148778383900|     ~   |     ~   |     ~   |     ~   |13.596   |~              |   2|   0
5025 |OGLE SMC-CEP-260                   |cC*|009.3880699271800 -73.9847264077300|     ~   |     ~   |17.293   |     ~   |16.796   |~              |   5|   0
5026 |OGLE SMC-CEP-3986                  |cC*|016.9644222898000 -72.9576562072800|     ~   |     ~   |17.473   |     ~   |16.780   |~              |   7|   0
5027 |OGLE LMC-CEP-4016                  |cC*|081.8569127063900 -65.3511971655100|     ~   |     ~   |15.388   |     ~   |14.653   |~              |   6|   0
5028 |OGLE LMC-CEP-3615                  |cC*|077.0830763650000 -66.2159700470600|     ~   |     ~   |18.335   |     ~   |17.824   |~              |   4|   0
5029 |OGLE GD-CEP-291                    |cC*|132.8901955562200 -48.3252323621900|     ~   |     ~   |14.561   |     ~   |12.694   |~              |   7|   0
5030 |ASASSN-V J220356.38+575120.5       |cC*|330.9853878433971 +57.8566901229175|     ~   |     ~   |     ~   |15.696   |     ~   |~              |   1|   0
5031 |OGLE LMC-CEP-806                   |cC*|075.8775510129200 -68.0006427071700|     ~   |     ~   |16.353   |     ~   |15.586   |~              |   9|   0
5032 |SV* HV 12648                       |cC*|085.8820347579000 -66.8796556377400|     ~   |16.26    |15.985   |16.14    |15.398   |~              |   8|   0
5033 |OGLE GD-CEP-1401                   |cC*|283.0918010840629 +10.7974352754583|     ~   |     ~   |     ~   |     ~   |14.288   |~              |   3|   0
5034 |OGLE SMC-CEP-2126                  |cC*|013.4619400845400 -73.8674730111700|     ~   |     ~   |16.887   |     ~   |16.336   |~              |   6|   0
5035 |OGLE SMC-CEP-4519                  |cC*|019.1291310040200 -72.4018549465500|     ~   |     ~   |17.250   |     ~   |16.600   |~              |   4|   0
5036 |OGLE LMC-CEP-4176                  |cC*|083.9003186411900 -67.2656652506800|     ~   |     ~   |14.715   |     ~   |13.936   |~              |   7|   0
5037 |OGLE SMC-CEP-2067                  |cC*|013.3768266403100 -73.1172981777300|     ~   |     ~   |16.847   |     ~   |16.159   |~              |   6|   0
5038 |OGLE LMC-CEP-75                    |cC*|071.6630171572500 -70.2660052177000|     ~   |     ~   |16.127   |     ~   |15.351   |~              |   9|   0
5039 |OGLE LMC-CEP-1146                  |cC*|077.5185019492600 -68.8915119448000|     ~   |16.72    |16.232   |15.81    |15.541   |~              |  16|   1
5040 |PSO J010.3139+40.6403              |cC*|010.31407410000 +40.64031988000    |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
5041 |OGLE SMC-CEP-3920                  |cC*|016.8017423613800 -72.5968764437800|     ~   |16.588   |16.263   |     ~   |15.734   |~              |   5|   0
5042 |BASW 405                           |cC*|010.1292725121600 +40.5676022123400|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   3|   0
5043 |OGLE SMC-CEP-618                   |cC*|011.0533617680900 -73.0989287246700|     ~   |17.268   |16.835   |     ~   |16.208   |~              |   7|   0
5044 |ASAS J073502-3554.9                |cC*|113.7585707851800 -35.9130028062600|     ~   |13.381   |12.405   |12.389   |     ~   |~              |  10|   0
5045 |OGLE GD-CEP-195                    |cC*|123.9455455086583 -41.3080697031797|     ~   |     ~   |20.168   |     ~   |16.421   |~              |   4|   0
5046 |V* V860 Cep                        |cC*|327.0861210451100 +55.6501777720900|     ~   |15.834   |13.771   |13.387   |     ~   |~              |   7|   0
5047 |OGLE SMC-CEP-848                   |cC*|011.5708870357400 -73.3252224865600|     ~   |17.503   |17.003   |     ~   |16.339   |~              |   7|   0
5048 |[RFV2012] vn.2.4.28                |cC*|011.4506583561800 +42.2140462461500|     ~   |     ~   |     ~   |     ~   |19.136   |~              |   2|   0
5049 |V* CK Cam                          |cC*|076.6318473227400 +55.3535281050700|     ~   |8.56     |7.59     |     ~   |     ~   |F8II+          |  63|   0
5050 |OGLE SMC-CEP-234                   |cC*|009.0572870772200 -73.9852640530100|     ~   |     ~   |16.606   |     ~   |15.934   |~              |   6|   0
5051 |PSO J010.1183+40.6703              |cC*|010.11831896000 +40.67034079000    |     ~   |     ~   |21.50    |     ~   |     ~   |~              |   5|   0
5052 |OGLE LMC-CEP-3221                  |cC*|087.2132141919300 -69.3869272425400|     ~   |     ~   |16.403   |     ~   |15.557   |~              |   9|   0
5053 |OGLE LMC-CEP-56                    |cC*|071.1960680179300 -70.2308237533600|     ~   |     ~   |16.219   |     ~   |15.384   |~              |   7|   0
5054 |ASASSN-V J200245.93+231634.5       |cC*|300.6907369129500 +23.2761003580600|     ~   |15.288   |13.721   |13.300   |     ~   |~              |   6|   0
5055 |[DHG2019] 705                      |cC*|261.28596 -35.11939                |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
5056 |OGLE SMC-CEP-3618                  |cC*|016.0807057878100 -72.4039588740700|     ~   |17.601   |17.194   |     ~   |16.626   |~              |   7|   0
5057 |PSO J010.8149+41.7634              |cC*|010.81491467000 +41.76344351000    |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
5058 |OGLE GD-CEP-8                      |cC*|164.5195342327192 -60.7076942653906|     ~   |     ~   |19.140   |     ~   |15.040   |~              |   5|   0
5059 |OGLE SMC-CEP-349                   |cC*|010.0830880938500 -73.0145967547000|     ~   |18.065   |17.627   |     ~   |16.966   |~              |   8|   0
5060 |OGLE GD-CEP-901                    |cC*|199.9223485079099 -66.9252017948700|     ~   |     ~   |16.189   |     ~   |14.932   |~              |   4|   0
5061 |OGLE LMC-CEP-1038                  |cC*|076.9976003898200 -71.2859292651800|     ~   |     ~   |15.998   |     ~   |15.330   |~              |   6|   0
5062 |SV* HV 13041                       |cC*|083.8374561285400 -70.9905364904200|     ~   |     ~   |15.965   |     ~   |15.323   |~              |   5|   0
5063 |OGLE SMC-CEP-4301                  |cC*|017.9434077742500 -71.3047194938400|     ~   |     ~   |18.018   |     ~   |17.527   |~              |   3|   0
5064 |[DHG2019] 404                      |cC*|248.84637 -47.83711                |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
5065 |OGLE SMC-CEP-2683                  |cC*|014.35517 -72.74247                |     ~   |     ~   |19.451   |     ~   |18.755   |~              |   4|   0
5066 |OGLE GD-CEP-1660                   |cC*|151.91121 -56.67203                |     ~   |     ~   |     ~   |     ~   |17.814   |~              |   1|   0
5067 |EV* U12613 V0008                   |cC*|352.12579 +14.73250                |     ~   |     ~   |22.30    |     ~   |     ~   |~              |   1|   0
5068 |OGLE LMC-CEP-3380                  |cC*|068.8870723124400 -74.5629669586000|     ~   |     ~   |17.101   |     ~   |16.485   |~              |   6|   0
5069 |[BMG2013] V164                     |cC*|149.88308 +30.74147                |     ~   |23.659   |23.359   |     ~   |22.917   |~              |   1|   0
5070 |SV* HV 12712                       |cC*|070.7936662037600 -67.2335846576100|     ~   |     ~   |15.581   |     ~   |14.933   |~              |   9|   0
5071 |EV* M31 V0724                      |cC*|010.51517 +40.95439                |     ~   |     ~   |21.70    |     ~   |     ~   |~              |   2|   0
5072 |OGLE GD-CEP-1529                   |cC*|289.8224595186758 +14.2176180692861|     ~   |     ~   |     ~   |     ~   |14.399   |~              |   3|   0
5073 |SV* HV 1869                        |cC*|015.3186752872300 -71.2892374901200|     ~   |     ~   |16.944   |     ~   |16.257   |F              |  12|   0
5074 |OGLE GD-CEP-364                    |cC*|141.4627057301300 -51.3167650163300|     ~   |     ~   |15.278   |     ~   |13.050   |~              |   5|   0
5075 |OGLE BLG-CEP-192                   |cC*|269.69871 -27.31839                |     ~   |     ~   |18.877   |     ~   |16.649   |~              |   2|   0
5076 |PSO J010.5379+40.8141              |cC*|010.53798 +40.81412                |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
5077 |OGLE LMC-CEP-3646                  |cC*|077.5648557910700 -66.4243353538300|     ~   |     ~   |14.749   |     ~   |13.979   |~              |   8|   0
5078 |OGLE GD-CEP-551                    |cC*|159.4136473540600 -60.6469964614500|     ~   |     ~   |16.746   |     ~   |15.025   |~              |   4|   0
5079 |OGLE GD-CEP-242                    |cC*|128.7548396736800 -46.7762138414100|     ~   |     ~   |15.052   |     ~   |13.531   |~              |   5|   0
5080 |SV* HV 12579                       |cC*|080.0065700440200 -70.8518374627200|     ~   |     ~   |15.684   |     ~   |14.991   |~              |  12|   0
5081 |OGLE LMC-CEP-2826                  |cC*|084.9472859463400 -70.0213272372300|     ~   |     ~   |15.782   |     ~   |14.956   |~              |  16|   0
5082 |Gaia DR3 369249539713988224        |cC*|010.7680002220446 +41.0763183125247|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   0|   0
5083 |[DHG2019] 842                      |cC*|264.39279 -31.72025                |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
5084 |OGLE SMC-CEP-4274                  |cC*|017.8652820817400 -71.9566666977100|     ~   |     ~   |17.346   |     ~   |16.758   |~              |   5|   0
5085 |[VRJ2006] M31V-J00444072+4154118   |cC*|011.1696668745025 +41.9032545038572|     ~   |19.993   |19.404   |     ~   |19.377   |~              |   5|   0
5086 |SV* HV 1973                        |cC*|016.3120418482900 -73.3945136748600|     ~   |     ~   |15.278   |     ~   |14.508   |~              |   7|   0
5087 |[BMG2013] V5                       |cC*|149.81975 +30.74536                |     ~   |23.359   |22.918   |     ~   |22.431   |~              |   1|   0
5088 |SV* HV 2580                        |cC*|082.3567149898400 -66.2398038272900|     ~   |14.82    |14.01    |13.53    |13.14    |~              |  46|   0
5089 |OGLE SMC-CEP-9                     |cC*|005.6067047816000 -73.7843090902700|     ~   |     ~   |17.382   |     ~   |16.825   |~              |   3|   0
5090 |OGLE LMC-CEP-1228                  |cC*|078.0347509152900 -68.5363537285800|     ~   |     ~   |17.428   |     ~   |16.745   |~              |   4|   0
5091 |OGLE BLG-T2CEP-477                 |cC*|263.9327353609400 -26.2727486020100|     ~   |     ~   |18.690   |     ~   |15.498   |~              |   6|   0
5092 |V* V2894 Sgr                       |cC*|274.3601076043300 -34.1046675616300|     ~   |     ~   |14.315   |     ~   |13.379   |~              |   7|   0
5093 |ATO J295.0124+25.6269              |cC*|295.0124929584796 +25.6269401781886|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   2|   0
5094 |OGLE SMC-CEP-4285                  |cC*|017.9061921377600 -71.7688732933900|     ~   |     ~   |17.270   |     ~   |16.808   |~              |   5|   0
5095 |OGLE LMC-CEP-1469                  |cC*|079.2547883133300 -69.5099519042300|     ~   |16.704   |16.011   |     ~   |15.268   |~              |  15|   0
5096 |OGLE LMC-CEP-16                    |cC*|069.6355816087900 -67.6463180369500|     ~   |     ~   |14.787   |     ~   |13.707   |~              |   8|   0
5097 |2MASS J17544024-2534395            |cC*|268.667700 -25.577642              |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   6|   0
5098 |OGLE GD-CEP-1716                   |cC*|197.03042 -65.10131                |     ~   |     ~   |17.03    |     ~   |15.449   |~              |   1|   0
5099 |OGLE SMC-CEP-2677                  |cC*|014.3432844324600 -72.9975623214000|     ~   |16.106   |15.919   |     ~   |15.460   |~              |   5|   0
5100 |OGLE SMC-CEP-4580                  |cC*|019.8380761245800 -73.6858908299100|     ~   |     ~   |17.482   |     ~   |16.965   |~              |   4|   0
5101 |OGLE LMC-CEP-1254                  |cC*|078.2367157074100 -69.0286930916800|     ~   |     ~   |14.973   |     ~   |14.231   |~              |  10|   0
5102 |PSO J010.0123+40.9285              |cC*|010.01230814000 +40.92847830000    |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
5103 |PSO J010.9487+41.2109              |cC*|010.94880 +41.21093                |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   2|   0
5104 |OGLE SMC-CEP-2957                  |cC*|014.8038845396400 -72.8169592270600|     ~   |16.993   |16.551   |     ~   |15.834   |~              |   8|   0
5105 |OGLE SMC-CEP-4969                  |cC*|014.6944444712800 -74.6945336983600|     ~   |     ~   |     ~   |     ~   |16.919   |~              |   1|   0
5106 |OGLE SMC-CEP-1685                  |cC*|012.8585022098000 -72.8461299492300|     ~   |17.423   |16.916   |     ~   |16.147   |~              |   9|   0
5107 |D31 J004342.7+415126.8             |cC*|010.9278414428400 +41.8574386908800|     ~   |21.44    |20.27    |     ~   |18.87    |~              |   2|   0
5108 |OGLE SMC-CEP-3529                  |cC*|015.9178081501400 -72.9321758775100|     ~   |     ~   |16.670   |     ~   |16.031   |~              |   4|   0
5109 |OGLE GD-CEP-861                    |cC*|195.3373692268300 -62.8901160859300|     ~   |     ~   |     ~   |     ~   |16.167   |~              |   5|   0
5110 |SV* DV 69                          |cC*|075.5969836386100 -70.4231561088700|     ~   |     ~   |15.638   |     ~   |14.871   |~              |   8|   0
5111 |OGLE SMC-CEP-3801                  |cC*|016.5100911714400 -72.5869321549400|     ~   |17.342   |16.886   |     ~   |16.219   |~              |   7|   0
5112 |OGLE SMC-CEP-2357                  |cC*|013.7999086100600 -73.0337623946600|     ~   |18.341   |17.960   |     ~   |17.327   |~              |   6|   0
5113 |OGLE SMC-CEP-1275                  |cC*|012.2974797269000 -74.3189750631500|     ~   |     ~   |18.062   |     ~   |17.607   |~              |   4|   0
5114 |NSVS 3442505                       |cC*|335.8642639818900 +58.5333705986100|     ~   |     ~   |     ~   |13.097   |     ~   |~              |   3|   0
5115 |OGLE SMC-CEP-492                   |cC*|010.7366602372000 -73.1221906213900|     ~   |17.672   |17.181   |     ~   |16.491   |~              |   7|   0
5116 |ZTF J223002.87+580037.3            |cC*|337.5119361729583 +58.0103513158089|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
5117 |OGLE GD-CEP-368                    |cC*|142.0167251865700 -57.6889119291700|     ~   |     ~   |15.727   |     ~   |14.333   |~              |   4|   0
5118 |OGLE LMC-CEP-2316                  |cC*|083.1576438858700 -70.7939755276700|     ~   |     ~   |15.627   |     ~   |14.910   |~              |  10|   0
5119 |OGLE GD-CEP-325                    |cC*|137.3661085460800 -50.7309961578900|     ~   |     ~   |19.309   |     ~   |15.607   |~              |   4|   0
5120 |BASW 399                           |cC*|010.1389228104583 +40.5300206985859|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   3|   0
5121 |V* GU Nor                          |cC*|243.7281369717100 -53.3384289274800|     ~   |11.60    |10.08    |     ~   |8.802    |~              | 102|   0
5122 |OGLE SMC-CEP-3685                  |cC*|016.2386792719400 -73.4137947324200|     ~   |     ~   |16.158   |     ~   |15.469   |~              |   4|   0
5123 |OGLE SMC-CEP-1908                  |cC*|013.1354666321100 -72.3298296450500|     ~   |     ~   |17.220   |     ~   |16.632   |~              |   5|   0
5124 |ZTF J194348.98+273554.5            |cC*|295.9541051967879 +27.5984577506581|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
5125 |Gaia DR3 4323429292688466560       |cC*|292.6860642196458 +19.0159569605275|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   0|   0
5126 |PSO J010.3899+41.3510              |cC*|010.38987228000 +41.35095116000    |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
5127 |OGLE LMC-CEP-1670                  |cC*|080.2674077009900 -71.1409474324000|     ~   |     ~   |15.900   |     ~   |15.109   |~              |   9|   0
5128 |[BMG2013] V35                      |cC*|149.83958 +30.74514                |     ~   |22.964   |22.659   |     ~   |22.200   |~              |   4|   0
5129 |ATO J322.5104+53.8831              |cC*|322.5104116571912 +53.8831238964944|     ~   |     ~   |     ~   |16.301   |     ~   |~              |   2|   0
5130 |BASW 319                           |cC*|010.0661205839454 +40.6568282238086|     ~   |     ~   |20.95    |     ~   |20.24    |~              |   4|   0
5131 |OGLE SMC-CEP-298                   |cC*|009.7431719766100 -73.9951101989800|     ~   |     ~   |16.823   |     ~   |16.134   |~              |   6|   0
5132 |PSO J011.4153+41.6952              |cC*|011.4153623255200 +41.6951640246800|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
5133 |PSO J011.0945+42.0242              |cC*|011.09439949000 +42.02430327000    |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
5134 |V* FO Car                          |cC*|165.3778764116500 -62.2907945847300|     ~   |11.80    |10.96    |     ~   |     ~   |~              |  45|   0
5135 |PSO J011.0031+41.7764              |cC*|011.00315525000 +41.77642270000    |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   2|   0
5136 |OGLE GD-CEP-1257                   |cC*|283.8301247222000 -00.3852929369900|     ~   |     ~   |     ~   |     ~   |14.438   |~              |   6|   0
5137 |OGLE BLG-T2CEP-196                 |cC*|269.0570255997000 -29.6507149124500|     ~   |     ~   |14.256   |13.88    |12.256   |~              |  10|   0
5138 |OGLE SMC-CEP-3530                  |cC*|015.9195779972100 -72.6405049987400|     ~   |16.162   |15.791   |     ~   |15.235   |~              |   5|   0
5139 |ATO J067.7972+50.1510              |cC*|067.7972590208433 +50.1510137173506|     ~   |16.064   |14.450   |13.772   |     ~   |~              |   4|   0
5140 |OGLE SMC-CEP-2772                  |cC*|014.5123495679950 -73.8288024249422|     ~   |     ~   |18.387   |     ~   |17.837   |~              |   3|   0
5141 |OGLE LMC-CEP-956                   |cC*|076.6226851193300 -68.9055701720100|     ~   |     ~   |15.486   |     ~   |14.880   |~              |   5|   0
5142 |OGLE LMC-CEP-3859                  |cC*|079.7198123943400 -65.2171266953000|     ~   |     ~   |17.298   |     ~   |16.736   |~              |   2|   0
5143 |[DHG2019] 398                      |cC*|248.59771 -48.28100                |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
5144 |OGLE LMC-CEP-3597                  |cC*|076.8300031195100 -66.2207518732200|     ~   |     ~   |15.571   |     ~   |14.832   |~              |   8|   0
5145 |PSO J010.2145+41.2399              |cC*|010.21453667000 +41.23996332000    |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
5146 |OGLE SMC-CEP-664                   |cC*|011.1403811191900 -73.5538130892400|     ~   |     ~   |17.762   |     ~   |17.210   |~              |   4|   0
5147 |OGLE LMC-CEP-3882                  |cC*|080.1033539971000 -65.4076307874600|     ~   |     ~   |15.874   |     ~   |15.220   |~              |   7|   0
5148 |OGLE LMC-CEP-3983                  |cC*|081.4182310353400 -66.9694963249900|     ~   |     ~   |15.995   |     ~   |15.430   |~              |   4|   0
5149 |OGLE SMC-CEP-1817                  |cC*|013.0196202819800 -72.4072354099500|     ~   |     ~   |16.626   |     ~   |15.936   |~              |   4|   0
5150 |ZTF J204836.01+440247.1            |cC*|312.1500728368854 +44.0464117156125|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   2|   0
5151 |OGLE LMC-CEP-3596                  |cC*|076.8277976808100 -65.4341369654100|     ~   |     ~   |15.949   |     ~   |15.423   |~              |   6|   0
5152 |OGLE SMC-CEP-4838                  |cC*|018.6564431371200 -74.3150456777300|     ~   |     ~   |17.027   |     ~   |16.533   |~              |   2|   0
5153 |V* DG Vul                          |cC*|299.6673679285400 +27.6836868814700|     ~   |13.08    |11.52    |     ~   |     ~   |~              |  48|   0
5154 |OGLE BLG-CEP-36                    |cC*|262.0458548642575 -28.1236064387194|     ~   |     ~   |17.530   |     ~   |15.739   |~              |   6|   0
5155 |SV* HV 12662                       |cC*|087.0310372771000 -70.4216425247500|     ~   |     ~   |16.028   |     ~   |15.305   |~              |  12|   0
5156 |OGLE LMC-CEP-2869                  |cC*|085.1298093584900 -70.3985511909700|     ~   |     ~   |15.760   |     ~   |15.041   |~              |  10|   0
5157 |PSO J010.2474+41.1694              |cC*|010.24740700000 +41.16941221000    |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
5158 |ZTF J193211.39+212353.0            |cC*|293.0474686114417 +21.3980773201928|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
5159 |OGLE LMC-CEP-4429                  |cC*|087.2014319934900 -67.6255362681300|     ~   |     ~   |16.279   |     ~   |15.640   |~              |   4|   0
5160 |PSO J010.2138+40.5858              |cC*|010.21386930000 +40.58589771000    |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
5161 |V* DG Ser                          |cC*|275.7919348544800 +01.5052994934000|     ~   |     ~   |     ~   |     ~   |     ~   |~              |  13|   0
5162 |OGLE SMC-CEP-4754                  |cC*|014.4628254288000 -74.4456166210100|     ~   |     ~   |18.594   |     ~   |18.012   |~              |   2|   0
5163 |OGLE SMC-CEP-97                    |cC*|007.1691092223900 -73.6000803623400|     ~   |     ~   |17.359   |     ~   |16.707   |~              |   4|   0
5164 |SV* HV 2060                        |cC*|016.9887620386600 -72.2815903096700|     ~   |14.844   |14.388   |     ~   |13.695   |~              |  19|   0
5165 |Gaia DR3 5980745292578754176       |cC*|258.7765205496037 -30.6520687394267|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   0|   0
5166 |OGLE BLG-CEP-161                   |cC*|275.7232090663500 -11.1529812309500|     ~   |     ~   |     ~   |     ~   |17.264   |~              |   5|   0
5167 |OGLE GD-CEP-533                    |cC*|157.8578520125300 -59.3813558096000|     ~   |     ~   |18.099   |     ~   |15.063   |~              |   4|   0
5168 |EV* M31 V0357                      |cC*|010.11517 +40.65950                |     ~   |     ~   |21.60    |     ~   |     ~   |~              |   2|   0
5169 |OGLE BLG-T2CEP-823                 |cC*|268.9154700899399 -23.5435777885400|     ~   |     ~   |20.772   |     ~   |16.035   |~              |   6|   0
5170 |SV* HV 2373                        |cC*|078.2669856533400 -68.7715979856900|     ~   |     ~   |16.119   |     ~   |15.343   |~              |  15|   0
5171 |OGLE LMC-CEP-1181                  |cC*|077.7512952980900 -70.0001057604300|     ~   |     ~   |16.539   |     ~   |15.843   |~              |   7|   0
5172 |PSO J009.8150+40.3613              |cC*|009.81496230000 +40.36133681000    |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
5173 |OGLE SMC-CEP-3148                  |cC*|015.1563313008700 -72.7492206900200|     ~   |16.799   |16.456   |     ~   |15.907   |~              |   6|   0
5174 |BASW 25                            |cC*|010.1113840600500 +40.5827328617200|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   4|   0
5175 |OGLE SMC-CEP-3442                  |cC*|015.7345027143900 -73.5810156388000|     ~   |     ~   |16.901   |     ~   |16.240   |~              |   5|   0
5176 |D33 J013415.1+304453.3             |cC*|023.5624931071283 +30.7480385132322|     ~   |21.23    |20.65    |     ~   |19.49    |~              |   2|   1
5177 |OGLE SMC-CEP-1441                  |cC*|012.5233094819100 -72.7471129695700|     ~   |17.062   |16.628   |     ~   |16.003   |~              |   6|   0
5178 |PSO J011.6227+41.9637              |cC*|011.62269436000 +41.96367877000    |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   3|   0
5179 |V* ER Aur                          |cC*|078.2915953094800 +41.9905248225600|     ~   |12.65    |11.63    |11.040   |     ~   |~              |  53|   0
